0,a01-030u-08-06
0,a05-058-04-02
0,a01-117u-09-02
0,a01-063u-01-00
0,a05-053-05-06
0,a03-073-03-04
0,a05-080-08-01
0,a01-053u-06-04
0,a05-025-07-03
0,a05-029-02-02
0,a05-048-10-01
0,a01-049x-01-02
0,a01-068u-00-02
0,a05-073-04-05
0,a01-049x-10-02
0,a05-099-01-07
0,a01-000u-02-02
0,a03-073-02-02
0,a01-087u-07-03
0,a05-073-01-05
0,a03-089-00-01
0,a01-026u-07-01
0,a05-025-08-01
0,a05-116-01-01
0,a01-003u-01-04
0,a05-104-08-06
0,a01-003u-10-03
0,a05-089-10-01
0,a01-102u-01-06
0,a05-121-03-07
0,a05-053-09-04
0,a01-132x-07-02
0,a05-084-02-03
0,a01-043u-03-05
0,a05-025-00-04
0,a01-091u-03-02
0,a01-003u-06-03
0,a05-089-03-00
0,a05-113-05-05
0,a05-099-07-01
0,a03-089-02-01
0,a03-080-00-02
0,a01-122u-00-01
0,a01-049x-01-01
0,a05-053-02-06
0,a01-082u-09-01
0,a03-071-00-08
0,a01-043u-05-01
0,a05-080-08-04
0,a05-104-02-04
0,a01-122u-01-05
0,a05-113-01-00
0,a01-091u-02-05
0,a05-000-02-04
0,a01-063u-07-05
0,a05-084-01-00
0,a01-122u-04-05
0,a05-099-08-03
0,a01-122u-03-04
0,a01-113u-08-05
0,a01-049u-07-07
0,a05-053-03-05
0,a01-020u-00-01
0,a01-072u-04-07
0,a03-071-01-06
0,a03-071-05-02
0,a01-072u-01-04
0,a05-084-09-00
0,a05-048-05-00
0,a01-122u-10-02
0,a05-039-03-04
0,a01-043u-06-06
0,a01-063u-05-03
0,a01-096u-05-01
0,a01-096u-02-05
0,a01-049x-04-01
0,a01-020u-01-01
0,a01-049u-01-05
0,a05-022-00-01
0,a03-073-08-08
0,a01-132u-03-04
0,a01-117u-10-06
0,a05-048-03-05
0,a05-104-00-01
0,a01-113u-06-02
0,a01-117u-10-08
0,a05-013-08-01
0,a05-039-08-00
0,a05-058-05-02
0,a01-077u-04-02
0,a01-049x-06-08
0,a05-089-04-02
0,a05-017-02-02
0,a01-096u-08-05
0,a05-048-05-07
0,a01-113u-01-03
0,a05-113-04-01
0,a05-104-05-09
0,a01-049x-09-02
0,a01-087u-03-03
0,a05-089-02-00
0,a01-003u-01-02
0,a05-108-00-01
0,a01-132u-09-03
0,a05-022-00-02
0,a03-071-03-05
0,a05-048-01-05
0,a05-048-07-03
0,a01-014u-05-00
0,a05-017-09-06
0,a01-043u-02-05
0,a01-113u-07-07
0,a01-020u-02-05
0,a01-049u-02-02
0,a05-125-02-00
0,a01-026u-00-07
0,a05-044-06-05
0,a01-003u-05-01
0,a05-094-05-06
0,a05-069-02-03
0,a05-017-06-06
0,a01-020u-01-04
0,a05-116-03-01
0,a05-048-03-01
0,a01-113u-04-02
0,a05-044-01-07
0,a01-026u-03-02
0,a05-094-06-01
0,a03-080-03-00
0,a01-026u-07-00
0,a01-049x-04-00
0,a01-049u-10-02
0,a01-117u-05-05
0,a01-082u-08-04
0,a05-025-01-03
0,a05-069-00-05
0,a05-084-00-07
0,a01-132u-07-01
0,a01-091u-05-00
0,a01-043u-03-02
0,a05-104-07-04
0,a01-091u-00-05
0,a01-128u-10-02
0,a01-049u-00-02
0,a05-053-00-07
0,a01-107u-07-02
0,a05-058-04-00
0,a01-132u-05-06
0,a03-071-00-01
0,a05-113-09-00
0,a01-011u-04-01
0,a01-043u-04-06
0,a01-087u-05-04
0,a05-104-05-02
0,a05-108-01-01
0,a01-096u-07-00
0,a01-072u-08-01
0,a01-030u-03-03
0,a03-050-03-04
0,a01-063u-07-03
0,a01-011u-05-05
0,a01-020u-08-05
0,a01-068u-05-04
0,a01-082u-05-01
0,a01-053u-01-04
0,a01-043u-06-00
0,a01-068u-00-00
0,a05-017-00-02
0,a05-053-04-09
0,a05-053-06-04
0,a05-080-07-06
0,a01-113u-03-06
0,a01-122u-05-03
0,a01-068u-07-06
0,a05-099-02-11
0,a03-073-03-06
0,a05-099-02-06
0,a01-122u-07-03
0,a01-122u-03-07
0,a01-107u-05-07
0,a01-007u-06-02
0,a03-080-01-07
0,a05-000-05-01
0,a05-044-00-00
0,a01-043u-01-04
0,a01-049u-05-04
0,a01-043u-06-09
0,a01-132u-05-04
0,a01-072u-08-03
0,a01-068u-05-03
0,a05-125-05-04
0,a05-113-07-01
0,a03-073-00-08
0,a05-108-05-00
0,a01-049x-05-02
0,a03-073-10-01
0,a01-000u-06-04
0,a01-096u-08-00
0,a01-132u-09-02
0,a05-000-02-03
0,a03-050-02-08
0,a05-104-07-03
0,a01-077u-08-03
0,a05-099-06-02
0,a03-071-02-04
0,a01-007u-03-07
0,a03-073-02-05
0,a01-096u-05-02
0,a03-073-06-07
0,a05-121-05-05
0,a01-096u-10-01
0,a01-026u-07-03
0,a01-128u-10-01
0,a01-128u-01-07
0,a05-116-06-04
0,a05-053-09-01
0,a05-108-01-07
0,a01-107u-02-06
0,a05-089-10-06
0,a03-080-01-01
0,a01-132u-04-01
0,a01-000u-06-03
0,a01-011u-02-00
0,a01-122u-10-01
0,a05-048-07-05
0,a05-125-04-04
0,a01-117u-02-04
0,a05-080-00-04
0,a01-014u-01-00
0,a03-071-02-02
0,a03-080-06-01
0,a01-026u-09-04
0,a05-094-01-01
0,a05-017-06-00
0,a01-072u-04-00
0,a05-048-07-00
0,a01-011u-03-02
0,a05-048-02-06
0,a03-071-07-06
0,a01-096u-04-01
0,a05-069-01-04
0,a01-102u-02-05
0,a01-068u-05-07
0,a01-107u-07-01
0,a01-132u-08-00
0,a05-025-01-05
0,a05-022-05-00
0,a01-030u-07-02
0,a05-094-08-07
0,a01-014u-03-02
0,a01-058u-04-05
0,a05-121-02-02
0,a01-082u-07-03
0,a05-084-03-03
0,a01-026u-09-06
