000,a01-030u-06-03_the,the
000,a05-039-02-04_This,This
000,a01-030u-01-02_was,was
000,a05-048-07-02_that,that
000,a05-094-08-02_another,another
000,a05-044-07-01_Graaff,Graaff
000,a05-053-01-04_to,to
000,a01-068u-03-03_is,is
000,a01-132u-02-07_to,to
000,a01-000u-05-02_is,is
000,a01-128u-08-03_the,the
000,a01-003u-04-03_Labour,Labour
000,a05-053-07-05_foreign,foreign
000,a01-132x-03-07_was,was
000,a05-080-07-02_of,of
000,a01-053u-08-01_to,to
000,a01-026u-02-02_been,been
000,a01-003u-10-08_an,an
000,a05-017-00-02_regards,regards
000,a05-022-04-01_truth,truth
000,a03-089-01-03_and,and
000,a05-104-04-05_for,for
000,a01-096u-05-02_panel,panel
000,a05-058-03-01_of,of
000,a03-089-03-00_Force,Force
000,a01-102u-04-05_edifice,edifice
000,a05-022-01-02_the,the
000,a05-116-07-05_Sir,Sir
000,a01-068u-03-02_Germany,Germany
000,a05-069-06-00_review,review
000,a01-113u-03-03_service,service
000,a05-069-07-04_canard,canard
000,a01-117u-09-04_making,making
000,a05-073-03-00_by,by
000,a01-077u-07-03_come,come
000,a01-128u-10-00_over,over
000,a05-013-02-00_vinced,vinced
000,a03-089-02-04_German,German
000,a05-039-10-03_as,as
000,a03-073-00-01_the,the
000,a01-020u-02-03_up,up
000,a05-044-04-04_the,the
000,a05-053-09-07_of,of
000,a05-104-07-00_take,take
000,a05-053-07-02_winding,winding
000,a05-029-07-06_Sir,Sir
000,a05-000-01-00_be,be
000,a05-108-01-03_failed,failed
000,a01-122u-09-01_it,it
000,a05-094-09-04_which,which
000,a01-043u-05-01_South,South
000,a05-013-06-03_with,with
000,a03-071-04-02_from,from
000,a01-072u-07-05_obvious,obvious
000,a01-043u-02-05_Negro,Negro
000,a03-080-01-04_that,that
000,a01-068u-02-04_economy,economy
000,a05-113-03-08_that,that
000,a05-094-10-04_display,display
000,a05-029-01-05_The,The
000,a05-039-08-07_the,the
000,a05-022-03-04_year,year
000,a01-091u-04-04_placing,placing
000,a01-082u-07-04_George,George
000,a01-020u-04-02_These,These
000,a05-048-00-03_closed,closed
000,a01-053u-09-06_Senate,Senate
000,a05-113-01-01_had,had
000,a01-113u-05-07_jeers,jeers
000,a03-073-09-04_French,French
000,a05-125-05-02_Palace,Palace
000,a01-026u-02-03_secret,secret
000,a01-117u-10-03_risen,risen
000,a01-096u-08-02_of,of
000,a01-128u-07-00_Health,Health
000,a05-073-01-02_He,He
000,a05-089-00-03_in,in
000,a01-128u-02-03_defence,defence
000,a05-073-01-06_of,of
000,a01-132x-07-01_would,would
000,a05-017-03-01_the,the
000,a05-073-03-01_the,the
000,a05-000-07-02_ever,ever
000,a05-025-05-05_Sir,Sir
000,a01-011u-04-07_common,common
000,a05-069-07-05_about,about
000,a01-049x-04-03_Senate,Senate
000,a01-122u-00-06_to,to
000,a05-069-01-02_which,which
000,a05-084-00-00_The,The
000,a01-011u-06-03_getting,getting
000,a03-073-03-00_only,only
000,a03-071-08-01_highly,highly
000,a01-072u-07-08_in,in
000,a01-117u-00-01_fact,fact
000,a05-094-02-03_in,in
000,a05-089-08-06_turn,turn
000,a01-096u-09-06_to,to
000,a05-022-07-00_Service,Service
000,a05-048-07-06_early,early
000,a05-069-04-06_rose,rose
000,a05-062-02-02_of,of
000,a01-007u-07-01_agreed,agreed
000,a05-108-07-04_by,by
000,a05-058-03-05_Office,Office
000,a01-026u-05-02_the,the
000,a05-094-02-00_the,the
000,a01-107u-04-02_remain,remain
000,a05-048-10-03_the,the
000,a01-043u-08-03_State,State
000,a03-071-00-10_to,to
000,a01-049x-08-05_had,had
000,a01-030u-06-02_with,with
000,a01-132x-02-00_in,in
000,a01-077u-06-02_he,he
000,a01-068u-07-07_regular,regular
000,a01-132u-01-01_limited,limited
000,a05-029-02-02_was,was
000,a05-113-07-02_her,her
000,a05-048-06-01_Prime,Prime
000,a03-073-11-02_see,see
000,a05-058-01-08_not,not
000,a01-128u-01-00_cheered,cheered
000,a01-043u-02-03_of,of
000,a05-084-05-01_any,any
000,a01-014u-03-01_night,night
000,a05-058-06-04_view,view
000,a01-068u-04-05_for,for
000,a05-099-00-06_Germany,Germany
000,a05-073-03-05_We,We
000,a05-104-05-08_not,not
000,a01-053u-08-00_has,has
000,a05-039-03-02_the,the
000,a01-082u-04-02_America,America
000,a01-091u-00-06_not,not
000,a01-128u-05-05_the,the
000,a01-026u-01-03_Commons,Commons
000,a01-128u-04-02_plans,plans
000,a05-022-04-02_in,in
000,a01-049u-07-04_in,in
000,a01-058u-01-06_help,help
000,a01-132x-00-04_without,without
000,a05-017-00-03_the,the
000,a03-080-02-00_was,was
000,a01-132x-05-03_on,on
000,a05-025-02-02_held,held
000,a05-080-03-05_would,would
000,a01-068u-03-01_say,say
000,a01-107u-07-04_better,better
000,a01-053u-01-00_alleged,alleged
000,a03-089-00-04_to,to
000,a01-132u-08-02_free,free
000,a05-073-07-08_imposed,imposed
000,a01-011u-07-06_the,the
000,a01-072u-06-00_to,to
000,a01-072u-05-01_German,German
000,a05-113-00-06_House,House
000,a01-102u-08-05_cost,cost
000,a01-030u-08-03_Sir,Sir
000,a01-132x-01-01_limited,limited
000,a01-049x-05-00_is,is
000,a05-099-02-07_Stoke,Stoke
000,a01-072u-02-04_cash,cash
000,a01-113u-07-05_charges,charges
000,a01-049u-10-05_had,had
000,a05-094-04-09_meant,meant
000,a03-050-07-03_is,is
000,a05-025-10-01_is,is
000,a01-091u-06-04_policy,policy
000,a01-053u-06-05_service,service
000,a05-113-03-00_view,view
000,a01-132u-05-06_on,on
000,a05-104-02-01_the,the
000,a01-117u-04-00_fallen,fallen
000,a01-128u-01-01_for,for
000,a01-122u-06-04_much,much
000,a01-049u-03-05_once,once
000,a05-000-06-07_greater,greater
000,a01-122u-01-07_than,than
000,a05-025-01-00_to,to
000,a01-087u-00-04_and,and
000,a01-007u-07-00_have,have
000,a05-053-08-02_said,said
000,a01-113u-08-02_the,the
000,a01-049x-07-03_discuss,discuss
000,a05-113-05-06_his,his
000,a01-058u-03-01_bluntly,bluntly
000,a05-022-02-01_require,require
000,a03-071-04-06_of,of
000,a05-062-08-05_it,it
000,a05-125-06-04_them,them
000,a05-062-00-00_With,With
000,a01-053u-07-04_Senator,Senator
000,a01-132u-02-00_in,in
000,a01-007u-01-06_Labour,Labour
000,a01-113u-09-03_in,in
000,a05-044-03-01_by,by
000,a05-053-03-00_if,if
000,a01-063u-02-00_The,The
000,a01-011u-06-01_to,to
000,a05-069-07-01_tests,tests
000,a01-068u-00-04_by,by
000,a05-116-08-08_former,former
000,a01-128u-00-03_sat,sat
000,a01-011u-09-06_change,change
000,a03-071-01-05_is,is
000,a01-107u-01-05_patient,patient
000,a05-089-04-07_Foreign,Foreign
000,a05-029-06-03_need,need
000,a01-113u-09-00_that,that
000,a05-116-00-04_of,of
000,a05-084-04-05_which,which
000,a01-049u-01-05_telling,telling
000,a03-071-01-06_not,not
000,a03-071-07-04_Welt,Welt
000,a01-007u-06-01_Parties,Parties
000,a05-089-04-00_of,of
000,a05-089-02-04_too,too
000,a01-026u-06-02_Federal,Federal
000,a05-104-02-00_rebuked,rebuked
000,a01-128u-07-03_was,was
000,a01-122u-04-03_the,the
000,a05-113-06-03_to,to
000,a01-014u-04-00_do,do
000,a05-048-05-04_the,the
000,a05-062-04-03_night,night
000,a01-026u-04-02_in,in
000,a01-068u-04-02_is,is
000,a05-084-00-04_its,its
000,a05-025-04-02_has,has
000,a01-128u-03-07_giving,giving
000,a05-104-04-02_had,had
000,a01-049x-03-00_gossip,gossip
000,a05-022-08-01_policy,policy
000,a01-096u-04-05_years,years
000,a05-039-02-05_implies,implies
000,a03-071-07-03_Die,Die
000,a05-044-10-01_are,are
000,a03-080-09-02_funds,funds
000,a01-128u-00-05_Labour,Labour
000,a05-017-08-05_to,to
000,a01-000u-05-08_Will,Will
000,a05-113-03-03_Russian,Russian
000,a01-049u-05-04_headed,headed
000,a01-128u-05-02_on,on
000,a05-116-02-00_part,part
000,a01-068u-00-00_And,And
000,a03-050-07-02_and,and
000,a05-044-00-06_the,the
000,a05-099-09-01_in,in
000,a01-003u-06-05_not,not
000,a01-113u-03-01_an,an
000,a01-122u-00-04_it,it
000,a05-025-04-06_support,support
000,a05-029-09-00_his,his
000,a01-020u-00-05_the,the
000,a05-058-07-06_be,be
000,a05-025-06-01_Festing,Festing
000,a05-069-04-02_and,and
000,a05-022-06-04_with,with
000,a05-048-01-00_evident,evident
000,a01-030u-00-06_the,the
000,a01-014u-07-03_his,his
000,a01-122u-02-02_on,on
000,a01-102u-06-04_has,has
000,a05-062-03-07_the,the
000,a05-125-04-00_for,for
000,a01-068u-03-06_too,too
000,a05-044-06-02_of,of
000,a01-014u-01-01_the,the
000,a05-125-03-02_formed,formed
000,a01-087u-04-04_ended,ended
000,a01-087u-01-04_the,the
000,a05-048-10-00_British,British
000,a01-043u-03-06_aroused,aroused
000,a01-011u-06-04_an,an
000,a01-049u-05-02_which,which
000,a01-096u-09-07_poor,poor
000,a01-082u-09-03_night,night
000,a01-000u-02-00_is,is
000,a05-113-00-05_the,the
000,a01-049x-07-00_closed,closed
000,a01-063u-05-09_aid,aid
000,a01-132u-03-06_Powell,Powell
000,a01-122u-01-00_of,of
000,a01-087u-00-01_Brown,Brown
000,a01-102u-00-07_and,and
000,a01-000u-02-01_to,to
000,a05-113-05-00_He,He
000,a03-050-00-02_other,other
000,a01-063u-09-02_anyway,anyway
000,a01-068u-02-00_without,without
000,a05-022-05-03_with,with
000,a05-099-09-02_these,these
000,a05-104-05-03_or,or
000,a01-082u-07-02_answer,answer
000,a01-026u-06-05_the,the
000,a01-107u-02-03_with,with
000,a01-000u-02-02_be,be
000,a05-048-03-06_four,four
000,a01-072u-04-02_it,it
000,a05-058-03-07_said,said
000,a05-084-09-01_the,the
000,a01-068u-04-00_good,good
000,a01-072u-02-01_is,is
000,a05-022-00-06_the,the
000,a01-122u-07-04_was,was
000,a01-082u-03-01_in,in
000,a01-122u-00-02_Powell,Powell
000,a01-007u-04-01_has,has
000,a01-049u-01-01_off,off
000,a05-084-01-01_doubts,doubts
000,a01-014u-08-00_at,at
000,a03-073-01-05_will,will
000,a01-117u-01-07_had,had
000,a01-077u-04-03_know,know
000,a01-128u-01-06_and,and
000,a05-048-04-06_down,down
000,a05-121-08-07_the,the
000,a05-094-05-02_removed,removed
000,a05-025-02-00_who,who
000,a05-099-08-02_would,would
000,a05-000-00-02_White,White
000,a05-044-00-05_of,of
000,a03-050-00-01_the,the
000,a03-071-03-05_that,that
000,a01-058u-05-00_And,And
000,a01-122u-03-02_icily,icily
000,a01-020u-03-00_his,his
000,a05-048-03-00_The,The
000,a01-087u-07-04_tried,tried
000,a01-102u-00-01_After,After
000,a01-003u-05-04_life,life
000,a01-128u-07-06_even,even
000,a01-000u-01-05_Peers,Peers
000,a01-068u-01-02_cannot,cannot
000,a05-062-03-08_House,House
000,a01-117u-01-00_for,for
000,a01-117u-03-01_social,social
000,a01-026u-02-00_there,there
000,a03-073-02-04_point,point
000,a05-069-01-00_speech,speech
000,a05-094-01-00_they,they
000,a01-058u-06-02_to,to
000,a01-020u-06-02_African,African
000,a01-026u-09-04_to,to
000,a01-053u-09-00_can,can
000,a05-121-00-00_It,It
000,a01-030u-05-05_the,the
000,a05-017-03-04_an,an
000,a01-011u-06-05_elected,elected
000,a01-020u-00-04_with,with
000,a05-025-09-01_Francis,Francis
000,a01-087u-06-02_human,human
000,a01-122u-10-00_carried,carried
000,a05-058-01-03_not,not
000,a05-113-00-08_the,the
000,a01-107u-02-00_of,of
000,a01-132x-03-05_Powell,Powell
000,a01-053u-00-01_said,said
000,a05-073-02-00_some,some
000,a05-073-08-06_the,the
000,a01-087u-06-03_issue,issue
000,a01-117u-07-03_taking,taking
000,a03-071-03-02_so,so
000,a01-122u-06-05_to,to
000,a01-091u-05-06_them,them
000,a05-048-05-01_most,most
000,a01-107u-03-05_and,and
000,a01-007u-09-01_Federal,Federal
000,a01-030u-01-03_not,not
000,a05-029-02-06_the,the
000,a05-121-03-03_crime,crime
000,a05-089-02-00_These,These
000,a03-080-06-05_absence,absence
000,a01-026u-04-04_has,has
000,a03-071-05-00_and,and
000,a05-025-03-03_touch,touch
000,a05-113-01-04_Medical,Medical
000,a05-121-00-03_by,by
000,a05-053-01-00_to,to
000,a01-107u-01-07_the,the
000,a01-049x-03-04_once,once
000,a05-000-05-04_The,The
000,a05-029-09-01_leave,leave
000,a05-104-04-03_no,no
000,a05-048-03-07_years,years
000,a05-048-05-06_history,history
000,a01-003u-10-06_up,up
000,a01-107u-07-05_they,they
000,a05-044-02-01_South,South
000,a05-116-06-08_to,to
000,a05-062-05-04_Berlin,Berlin
000,a03-080-08-00_for,for
000,a01-043u-06-01_of,of
000,a01-132u-08-01_be,be
000,a05-048-04-00_In,In
000,a05-048-01-05_by,by
000,a03-073-02-07_this,this
000,a05-099-03-05_on,on
000,a01-058u-01-01_West,West
000,a05-013-03-02_in,in
000,a05-080-03-06_be,be
000,a05-104-04-00_they,they
000,a05-025-01-05_retired,retired
000,a05-022-07-06_aspect,aspect
000,a05-113-00-03_did,did
000,a01-091u-01-07_to,to
000,a01-007u-03-08_it,it
000,a01-063u-03-07_German,German
000,a01-011u-04-05_discuss,discuss
000,a05-099-05-03_he,he
000,a05-017-06-07_reached,reached
000,a01-102u-01-04_my,my
000,a03-073-10-00_own,own
000,a01-026u-01-04_last,last
000,a01-072u-05-07_have,have
000,a01-087u-02-03_Powell,Powell
000,a01-122u-07-01_scheme,scheme
000,a01-007u-01-01_have,have
000,a05-062-02-06_former,former
000,a01-107u-03-04_good,good
000,a05-089-02-05_well,well
000,a05-094-04-00_take,take
000,a01-096u-00-04_doctors,doctors
000,a05-094-03-04_boys,boys
000,a01-072u-06-01_pay,pay
000,a05-113-07-03_nuclear,nuclear
000,a01-117u-04-07_Then,Then
000,a01-063u-07-01_to,to
000,a01-096u-07-06_the,the
000,a03-073-08-03_Black,Black
000,a01-014u-03-07_discuss,discuss
000,a05-113-08-05_they,they
000,a01-007u-01-03_created,created
000,a05-058-07-00_tests,tests
000,a05-113-07-04_tests,tests
000,a05-116-06-01_is,is
000,a05-116-00-02_too,too
000,a03-071-01-00_believe,believe
000,a05-094-01-01_range,range
000,a01-077u-07-05_with,with
000,a05-104-08-05_is,is
000,a05-029-07-03_For,For
